id,name,email,password,role,email_verified_at,created_at,updated_at
391,Ellen Slegers,ellen.slegers@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
392,Costas Nikiforidis,costas.nikiforidis@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
393,Corjan van den Berg,corjan.van.den.berg@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
394,Harry Bitter,harry.bitter@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
395,Marian Vermue,marian.vermue@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
396,Daniella Duran,daniella.duran@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
397,Michael Brenner,michael.brenner@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
398,David Weitz,david.weitz@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
399,Pia Sörensen,pia.sörensen@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
400,Peter Cohan,peter.cohan@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
401,Bill George,bill.george@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
402,Raj Raghunathan,raj.raghunathan@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
403,Sandrine Muller,sandrine.muller@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
404,Marshall Goldsmith,marshall.goldsmith@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
405,Ahsan Vency,ahsan.vency@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
406,Michael Pittman,michael.pittman@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
407,Xu Xing,xu.xing@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
408,Diego Pol,diego.pol@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
409,Sarah Carter,sarah.carter@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
410,Ivan Gaskell,ivan.gaskell@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
411,Sara Schechner,sara.schechner@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
412,Laurel Thatcher Ulrich,laurel.thatcher.ulrich@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
413,Elizabeth Eich,elizabeth.eich@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
414,Daniel J. Catanese,daniel.j..catanese@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
415,Pavel Pevzner,pavel.pevzner@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
416,Phillip Compeau,phillip.compeau@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
417,Michael Love,michael.love@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
418,Vincent Carey,vincent.carey@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
419,Carola Hein,carola.hein@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
420,Stephan Hauser,stephan.hauser@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
421,Rachel Lee,rachel.lee@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
422,Paolo De Martino,paolo.de.martino@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
423,Bart van den Dries,bart.van.den.dries@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
424,Marleen Keijzer,marleen.keijzer@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
425,Iris Smit,iris.smit@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
426,Niek de Kleijn,niek.de.kleijn@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
427,Willem Schouten-Straatman,willem.schouten-straatman@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
428,Johannes Maks,johannes.maks@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
429,David Goldsman,david.goldsman@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
430,Pilar Candelas Valiente,pilar.candelas.valiente@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
431,M. Ángeles Hernández Fenollosa,m..ángeles.hernández.fenollosa@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
432,Constanza Rubio Michavila,constanza.rubio.michavila@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
433,Marcos Giménez Valentín,marcos.giménez.valentín@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
434,Joaquín Cerdá Boluda,joaquín.cerdá.boluda@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
435,"Alberth Alvarado, Ph.D.","alberth.alvarado,.ph.d.@coursify.com",password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
436,Guillermo Cotto,guillermo.cotto@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
437,Yves Weinand,yves.weinand@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
438,Aryan Rezaei Rad,aryan.rezaei.rad@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
439,Petras Vestartas,petras.vestartas@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
440,Junhui Deng,junhui.deng@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
441,Thomas E. Patterson,thomas.e..patterson@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
442,Danielle Allen,danielle.allen@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
443,Darwin Cortés,darwin.cortés@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
444,Diana Isabel Londoño Aguirre,diana.isabel.londoño.aguirre@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
445,Carlos Alberto Tena Sánchez,carlos.alberto.tena.sánchez@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
446,Daniel Meade Monteverde,daniel.meade.monteverde@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
447,Luz María Vargas Reguer,luz.maría.vargas.reguer@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
448,Elliott Kruse,elliott.kruse@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
449,Santiago José Vázquez Blanco,santiago.josé.vázquez.blanco@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
450,Eduardo Pérez Gorostieta,eduardo.pérez.gorostieta@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
451,Norma Palomino,norma.palomino@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
452,Xenia Cotón,xenia.cotón@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
453,Mauricio García Moreno,mauricio.garcía.moreno@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
454,Agustín Sarría,agustín.sarría@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
455,Claudia Baca,claudia.baca@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
456,Claudia Useche Melo,claudia.useche.melo@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
457,Reid Whitaker,reid.whitaker@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
458,Matt Wilson,matt.wilson@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
459,Yu An,yu.an@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
460,Liuwan Zhang,liuwan.zhang@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
461,Xinyi Chen,xinyi.chen@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
462,Emilia Frazzoli,emilia.frazzoli@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
463,Jacopo Tani,jacopo.tani@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
464,Andrea Censi,andrea.censi@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
465,Federica Saliola,federica.saliola@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
466,Aart Kraay,aart.kraay@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
467,Truman G. Packard,truman.g..packard@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
468,Shwetlena Sabarwal,shwetlena.sabarwal@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
469,Shu Yu,shu.yu@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
470,Ugo Gentilini,ugo.gentilini@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
471,Nagaraja Rao Harshadeep,nagaraja.rao.harshadeep@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
472,Roberta Gatti,roberta.gatti@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
473,Mark Andrew Dutz,mark.andrew.dutz@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
474,Sheila Jagannathan,sheila.jagannathan@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
475,Brendan McNulty,brendan.mcnulty@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
476,Kate DeMoss,kate.demoss@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
477,William “Bill” Dennison,william.bill.dennison@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
478,Bill Brantley,bill.brantley@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
479,Richard Arnold,richard.arnold@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
480,Vanessa Vargas-Nguyen,vanessa.vargas-nguyen@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
481,Neil Schulman,neil.schulman@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
482,Kerry Wilkinson,kerry.wilkinson@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
483,Cassandra Collins,cassandra.collins@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
484,David Jeffery,david.jeffery@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
485,Paul Grbin,paul.grbin@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
486,Anke Audenaert,anke.audenaert@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
487,Petra Bonfert-Taylor,petra.bonfert-taylor@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
488,Rémi Sharrock,rémi.sharrock@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
489,Jerry Cooperstein,jerry.cooperstein@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
490,David A. Wheeler,david.a..wheeler@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
491,Hamed Behairy,hamed.behairy@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
492,Jessica Neuville,jessica.neuville@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
493,Lydia Yu,lydia.yu@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
494,Kevin King,kevin.king@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
495,Jim Pautz,jim.pautz@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
496,Dacher Keltner,dacher.keltner@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
497,Emiliana Simon-Thomas,emiliana.simon-thomas@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
498,Zubin Jacob,zubin.jacob@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
499,Iain Mathieson,iain.mathieson@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
500,Martin Dutton,martin.dutton@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
501,Megan Yucel,megan.yucel@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
502,Stephen Walker,stephen.walker@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
503,Philippa Coleman,philippa.coleman@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
504,Michael Knab,michael.knab@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
505,Cynthia Newman,cynthia.newman@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
506,Shawn Gorman,shawn.gorman@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
507,Molly Palmer,molly.palmer@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
508,Faye Weidner,faye.weidner@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
509,Insook Chung,insook.chung@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
510,"Jukka-Pekka ""JP"" Onnela",jukka-pekka.jp.onnela@coursify.com,password,instructor,2026-05-16 14:03:00,2026-05-16 14:03:00,2026-05-16 14:03:00
